activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes
A002636,D00665,R002,Meeting,2023-10-18,120,Positive,Awaiting legal review
A002637,D01037,R002,Call,2023-04-14,90,Positive,Decision deferred
A002638,D00871,R001,Call,2024-09-01,45,Neutral,Decision deferred
A002639,D00732,R002,Call,2024-12-31,15,Neutral,Budget approved
A002640,D01130,R001,Follow-up,2023-07-22,15,No Response,Champion confirmed
A002641,D00698,R001,Follow-up,2023-03-07,15,No Response,
A002642,D01123,R001,Demo,2024-10-03,90,Neutral,Awaiting legal review
A002643,D00594,R001,Follow-up,2024-12-08,60,Positive,Follow up scheduled
A002644,D00886,R003,Meeting,2023-12-15,15,Positive,Decision deferred
A002645,D00852,R002,Meeting,2024-06-09,120,Positive,Follow up scheduled
A002646,D00325,R004,Call,2024-04-04,15,No Response,Stakeholder meeting set
A002647,D00979,R003,Email,2023-11-18,60,Positive,Sent pricing deck
A002648,D00956,R003,Email,2023-12-11,15,Neutral,Follow up scheduled
A002649,D00894,R004,Follow-up,2023-05-31,15,Neutral,Sent pricing deck
A002650,D00144,R005,Follow-up,2024-01-28,30,No Response,Champion confirmed
A002651,D00384,R003,Follow-up,2024-05-11,90,Negative,Champion confirmed
A002652,D00216,R001,Email,2024-09-19,30,Positive,
A002653,D00324,R005,Follow-up,2023-07-16,30,Positive,Decision deferred
A002654,D01039,R005,Email,2023-10-08,45,Negative,Stakeholder meeting set
A002655,D00217,R004,Meeting,2024-09-22,90,Neutral,Sent pricing deck
A002656,D00951,R005,Email,2024-03-08,90,Negative,Sent pricing deck
A002657,D00183,R004,Meeting,2023-11-14,90,Positive,Budget approved
A002658,D00270,R004,Email,2023-11-27,45,Positive,Sent pricing deck
A002659,D00945,R002,Email,2023-01-20,30,Negative,Follow up scheduled
A002660,D00870,R005,Email,2024-12-19,60,Negative,Sent pricing deck
A002661,D00467,R005,Follow-up,2024-01-02,90,Negative,Budget approved
A002662,D00305,R004,Follow-up,2023-03-15,60,Negative,Sent pricing deck
A002663,D01168,R002,Proposal Sent,2023-11-25,60,No Response,Budget approved
A002664,D00111,R001,Proposal Sent,2024-05-31,30,Positive,Stakeholder meeting set
A002665,D01014,R004,Demo,2023-03-15,90,No Response,Follow up scheduled
A002666,D00232,R002,Email,2024-12-07,90,Neutral,Stakeholder meeting set
A002667,D00595,R001,Proposal Sent,2024-04-10,15,Neutral,Decision deferred
A002668,D00173,R003,Meeting,2023-10-23,45,Positive,Awaiting legal review
A002669,D00973,R005,Proposal Sent,2023-12-02,30,Neutral,Stakeholder meeting set
A002670,D01031,R002,Follow-up,2023-07-20,15,Neutral,Decision deferred
A002671,D01179,R005,Demo,2024-11-19,15,Positive,Follow up scheduled
A002672,D00546,R002,Proposal Sent,2024-01-03,45,Neutral,
A002673,D00548,R001,Meeting,2023-07-04,30,Positive,Champion confirmed
A002674,D00518,R005,Demo,2024-12-28,60,Neutral,Awaiting legal review
A002675,D00914,R005,Email,2024-12-02,90,Negative,Champion confirmed
A002676,D00215,R004,Email,2023-04-11,60,No Response,Budget approved
A002677,D00134,R003,Call,2023-07-30,90,No Response,Awaiting legal review
A002678,D00285,R002,Meeting,2024-01-12,45,Neutral,Awaiting legal review
A002679,D01150,R005,Proposal Sent,2024-04-17,45,Neutral,Follow up scheduled
A002680,D00686,R001,Follow-up,2024-12-29,60,Positive,
A002681,D01176,R005,Email,2023-07-13,15,Negative,Awaiting legal review
A002682,D00331,R001,Follow-up,2024-12-17,90,Positive,Follow up scheduled
A002683,D01139,R004,Call,2024-08-28,45,Neutral,Decision deferred
A002684,D00894,R004,Meeting,2023-03-20,90,Neutral,Awaiting legal review
A002685,D00899,R001,Follow-up,2023-09-27,15,Positive,Stakeholder meeting set
A002686,D01099,R004,Call,2023-11-06,60,Negative,Budget approved
A002687,D01190,R004,Call,2024-09-13,15,No Response,
A002688,D00078,R003,Call,2023-05-24,15,Negative,Decision deferred
A002689,D00947,R005,Call,2024-09-27,45,Positive,Champion confirmed
A002690,D00688,R002,Call,2023-07-02,45,Negative,Awaiting legal review
A002691,D00021,R005,Email,2024-11-13,90,Positive,Budget approved
A002692,D00566,R001,Meeting,2024-08-05,15,Neutral,Sent pricing deck
A002693,D00827,R001,Email,2023-09-26,45,Negative,Follow up scheduled
A002694,D00179,R004,Demo,2024-11-14,120,No Response,Stakeholder meeting set
A002695,D01136,R005,Email,2023-02-07,30,Negative,Budget approved
A002696,D01083,R001,Meeting,2023-06-21,15,Positive,Champion confirmed
A002697,D00905,R002,Follow-up,2023-08-20,30,Positive,Decision deferred
A002698,D00669,R004,Follow-up,2023-09-13,120,Positive,Sent pricing deck
A002699,D00191,R005,Proposal Sent,2024-12-13,45,No Response,Champion confirmed
A002700,D00708,R005,Email,2024-06-21,45,No Response,Sent pricing deck
A002701,D01059,R003,Email,2023-09-22,90,No Response,
A002702,D00379,R002,Call,2023-09-30,45,Neutral,Champion confirmed
A002703,D00387,R001,Follow-up,2024-06-12,60,No Response,
A002704,D00237,R002,Proposal Sent,2024-12-23,30,Neutral,Budget approved
A002705,D00616,R003,Call,2024-04-04,15,No Response,Awaiting legal review
A002706,D00283,R001,Call,2024-12-21,30,Positive,
A002707,D00001,R003,Proposal Sent,2023-06-06,120,No Response,Sent pricing deck
A002708,D00464,R003,Email,2024-07-09,120,Positive,Follow up scheduled
A002709,D00967,R001,Follow-up,2024-05-14,90,Positive,Budget approved
A002710,D00172,R003,Meeting,2023-06-21,45,No Response,Awaiting legal review
A002711,D01111,R002,Call,2023-05-05,120,Positive,
A002712,D01147,R004,Demo,2024-12-14,45,No Response,Awaiting legal review
A002713,D00843,R002,Follow-up,2024-12-14,45,Neutral,Decision deferred
A002714,D00690,R001,Follow-up,2023-04-27,60,Negative,Decision deferred
A002715,D00575,R002,Demo,2024-10-30,45,Negative,Decision deferred
A002716,D00165,R003,Demo,2024-12-25,30,Positive,Sent pricing deck
A002717,D00383,R005,Proposal Sent,2024-12-15,120,Neutral,Decision deferred
A002718,D00209,R004,Email,2023-04-04,45,Positive,Champion confirmed
A002719,D00224,R004,Demo,2023-10-21,45,Positive,Decision deferred
A002720,D00003,R002,Meeting,2023-07-08,30,Positive,Budget approved
A002721,D00372,R005,Meeting,2024-05-24,60,Neutral,Awaiting legal review
A002722,D00611,R003,Email,2024-12-18,90,Positive,
A002723,D00116,R005,Demo,2024-03-27,120,Neutral,
A002724,D00447,R003,Follow-up,2024-12-30,120,Positive,
A002725,D00415,R004,Call,2023-07-17,15,Neutral,Champion confirmed
A002726,D01119,R002,Meeting,2024-03-24,90,Positive,Champion confirmed
A002727,D00892,R005,Demo,2024-11-01,120,Positive,Decision deferred
A002728,D01048,R001,Follow-up,2023-12-20,120,Positive,Budget approved
A002729,D00663,R004,Email,2024-01-02,45,Negative,Budget approved
A002730,D01074,R004,Email,2023-07-11,120,Negative,Follow up scheduled
A002731,D00718,R003,Email,2024-12-28,45,No Response,Stakeholder meeting set
A002732,D01103,R002,Proposal Sent,2023-01-27,90,Positive,Budget approved
A002733,D01051,R001,Follow-up,2024-07-24,60,Positive,Champion confirmed
A002734,D00271,R001,Email,2023-08-16,90,Negative,
A002735,D00562,R005,Email,2023-10-16,120,No Response,Champion confirmed
A002736,D00804,R002,Call,2023-04-20,45,Negative,
A002737,D00247,R005,Proposal Sent,2024-08-22,60,Negative,
A002738,D00387,R001,Email,2024-03-20,15,Negative,Champion confirmed
A002739,D00702,R001,Follow-up,2024-06-08,45,Positive,Budget approved
A002740,D00559,R001,Proposal Sent,2023-12-08,60,Positive,Stakeholder meeting set
A002741,D00973,R005,Proposal Sent,2023-12-30,120,Neutral,Sent pricing deck
A002742,D00984,R004,Proposal Sent,2024-06-23,90,Neutral,
A002743,D00352,R002,Meeting,2023-09-17,15,No Response,Decision deferred
A002744,D00753,R002,Demo,2023-04-04,90,Neutral,
A002745,D00781,R003,Demo,2023-05-26,30,Neutral,Champion confirmed
A002746,D01025,R001,Call,2023-04-07,60,No Response,Follow up scheduled
A002747,D00546,R002,Call,2024-03-23,30,Positive,Decision deferred
A002748,D00079,R002,Call,2023-10-11,90,Positive,Follow up scheduled
A002749,D00334,R002,Meeting,2024-07-08,15,Positive,Champion confirmed
A002750,D00889,R003,Email,2024-05-21,45,Negative,Champion confirmed
A002751,D01122,R001,Meeting,2023-06-09,90,Neutral,
A002752,D01106,R005,Follow-up,2024-04-26,60,Positive,
A002753,D00502,R005,Call,2024-12-01,60,Positive,Stakeholder meeting set
A002754,D00765,R005,Email,2023-07-12,15,Neutral,
A002755,D00921,R002,Follow-up,2023-11-29,30,Positive,Decision deferred
A002756,D00550,R002,Call,2023-05-04,120,Neutral,Decision deferred
A002757,D00014,R004,Proposal Sent,2024-02-01,30,No Response,Awaiting legal review
A002758,D00392,R002,Proposal Sent,2024-11-27,30,Neutral,Budget approved
A002759,D00310,R002,Meeting,2023-07-28,30,Neutral,Champion confirmed
A002760,D00386,R005,Call,2024-02-11,30,No Response,Budget approved
A002761,D00974,R005,Demo,2024-11-04,120,Neutral,Awaiting legal review
A002762,D01118,R005,Call,2024-12-25,120,Negative,Awaiting legal review
A002763,D01117,R005,Follow-up,2023-03-05,60,Positive,Budget approved
A002764,D00340,R003,Demo,2024-01-02,30,Positive,Champion confirmed
A002765,D00597,R003,Follow-up,2023-10-14,45,Positive,Stakeholder meeting set
A002766,D00757,R003,Follow-up,2024-08-26,45,Neutral,Sent pricing deck
A002767,D01046,R003,Proposal Sent,2023-05-09,120,Positive,Awaiting legal review
A002768,D00291,R001,Email,2024-02-19,30,No Response,Decision deferred
A002769,D00306,R003,Email,2023-11-09,60,Negative,
A002770,D00634,R003,Follow-up,2023-03-25,15,Neutral,Follow up scheduled
A002771,D01152,R004,Proposal Sent,2024-12-24,120,Negative,Champion confirmed
A002772,D00625,R001,Meeting,2023-08-04,45,Neutral,Sent pricing deck
A002773,D00939,R002,Follow-up,2024-09-14,60,Negative,Stakeholder meeting set
A002774,D00848,R004,Demo,2024-01-04,120,No Response,Stakeholder meeting set
A002775,D00442,R005,Demo,2024-10-06,30,Positive,Champion confirmed
A002776,D00503,R001,Proposal Sent,2024-10-15,30,No Response,Champion confirmed
A002777,D00130,R005,Meeting,2024-07-22,30,No Response,Awaiting legal review
A002778,D01156,R005,Proposal Sent,2023-05-14,60,Positive,Awaiting legal review
A002779,D00597,R003,Meeting,2023-11-10,90,Neutral,
A002780,D00862,R002,Proposal Sent,2024-05-01,30,Positive,Awaiting legal review
A002781,D00593,R001,Call,2023-05-03,45,Positive,Budget approved
A002782,D00999,R002,Email,2024-12-28,90,Positive,Follow up scheduled
A002783,D00325,R004,Follow-up,2024-03-22,90,Negative,Decision deferred
A002784,D01093,R003,Meeting,2024-05-31,30,Positive,Follow up scheduled
A002785,D00448,R005,Meeting,2023-07-27,60,Positive,Follow up scheduled
A002786,D00819,R001,Email,2024-12-10,15,Positive,Sent pricing deck
A002787,D01189,R001,Demo,2023-12-02,90,No Response,Budget approved
A002788,D00709,R002,Call,2023-10-21,120,Positive,Budget approved
A002789,D00265,R002,Proposal Sent,2024-12-16,30,Negative,Budget approved
A002790,D00612,R001,Proposal Sent,2023-06-18,15,Positive,Awaiting legal review
A002791,D00832,R002,Meeting,2024-10-29,45,Negative,Follow up scheduled
A002792,D00674,R002,Follow-up,2023-03-03,120,Neutral,Sent pricing deck
A002793,D00157,R002,Meeting,2023-08-06,30,Neutral,Follow up scheduled
A002794,D00251,R002,Meeting,2024-06-10,90,No Response,Awaiting legal review
A002795,D00878,R002,Follow-up,2024-06-24,30,Positive,Decision deferred
A002796,D00530,R004,Proposal Sent,2024-09-06,120,Positive,Follow up scheduled
A002797,D00327,R005,Call,2024-01-31,30,Neutral,Awaiting legal review
A002798,D00961,R001,Call,2023-11-15,120,Positive,Stakeholder meeting set
A002799,D00895,R002,Meeting,2023-12-25,90,Neutral,Decision deferred
A002800,D00097,R002,Demo,2024-02-16,45,Neutral,
A002801,D00513,R005,Follow-up,2023-02-05,120,Positive,
A002802,D00216,R001,Call,2024-11-12,30,Negative,
A002803,D01156,R005,Email,2023-05-30,15,Positive,Stakeholder meeting set
A002804,D00125,R001,Follow-up,2024-02-02,90,Positive,
A002805,D01106,R005,Meeting,2024-05-22,30,Neutral,Decision deferred
A002806,D00059,R004,Email,2024-11-23,90,Neutral,Stakeholder meeting set
A002807,D00161,R004,Proposal Sent,2024-05-30,90,Neutral,Awaiting legal review
A002808,D00284,R003,Email,2023-06-04,15,No Response,Stakeholder meeting set
A002809,D00106,R001,Proposal Sent,2024-12-22,60,Positive,Stakeholder meeting set
A002810,D01129,R002,Meeting,2023-08-29,60,No Response,Budget approved
A002811,D00228,R001,Call,2024-11-25,120,No Response,Awaiting legal review
A002812,D00318,R003,Demo,2023-09-24,60,Positive,Awaiting legal review
A002813,D00802,R002,Call,2024-04-17,60,Positive,
A002814,D00874,R004,Meeting,2024-02-02,45,Neutral,Budget approved
A002815,D00472,R005,Demo,2023-06-21,90,Neutral,Awaiting legal review
A002816,D01080,R004,Proposal Sent,2024-10-10,45,Negative,Budget approved
A002817,D00625,R001,Follow-up,2023-06-20,15,Positive,Champion confirmed
A002818,D00013,R005,Meeting,2023-07-04,45,No Response,Follow up scheduled
A002819,D01042,R004,Follow-up,2024-04-13,30,Positive,Stakeholder meeting set
A002820,D00694,R001,Meeting,2023-05-04,60,Positive,Follow up scheduled
A002821,D00973,R005,Follow-up,2023-11-27,45,Neutral,Awaiting legal review
A002822,D00113,R003,Call,2024-05-28,120,Neutral,Stakeholder meeting set
A002823,D00229,R001,Email,2024-06-19,30,Neutral,Stakeholder meeting set
A002824,D00171,R002,Proposal Sent,2023-02-12,15,Negative,
A002825,D00295,R004,Email,2024-11-14,45,Positive,Champion confirmed
A002826,D00189,R003,Follow-up,2023-07-18,90,Positive,Awaiting legal review
A002827,D00426,R004,Call,2023-09-14,30,Negative,Sent pricing deck
A002828,D00977,R002,Meeting,2023-05-25,90,Positive,Follow up scheduled
A002829,D01103,R002,Demo,2023-04-08,15,Neutral,
A002830,D00658,R005,Email,2024-11-13,45,Positive,Follow up scheduled
A002831,D00919,R004,Meeting,2024-07-13,30,Positive,Budget approved
A002832,D00499,R003,Email,2024-11-23,45,Positive,Decision deferred
A002833,D00762,R003,Demo,2023-10-22,90,Positive,
A002834,D00866,R003,Meeting,2024-12-31,30,Positive,Budget approved
A002835,D00826,R002,Meeting,2023-08-29,60,Positive,Awaiting legal review
A002836,D00071,R003,Follow-up,2023-12-14,60,No Response,Follow up scheduled
A002837,D00248,R002,Call,2023-12-30,30,No Response,Champion confirmed
A002838,D00146,R005,Proposal Sent,2024-04-21,90,Neutral,Sent pricing deck
A002839,D00582,R003,Proposal Sent,2023-12-18,30,Negative,Budget approved
A002840,D00470,R001,Email,2024-03-13,15,No Response,Follow up scheduled
A002841,D00193,R004,Follow-up,2024-01-03,60,Neutral,
A002842,D01092,R003,Proposal Sent,2024-10-21,15,Neutral,Stakeholder meeting set
A002843,D00494,R002,Meeting,2023-06-25,45,No Response,Budget approved
A002844,D00052,R002,Meeting,2024-11-02,60,Neutral,
A002845,D00882,R003,Proposal Sent,2024-01-19,30,No Response,Follow up scheduled
A002846,D00363,R002,Email,2023-09-06,45,Positive,Stakeholder meeting set
A002847,D00917,R001,Follow-up,2023-10-05,45,Positive,
A002848,D00474,R005,Proposal Sent,2023-10-03,30,No Response,Follow up scheduled
A002849,D00521,R005,Demo,2023-08-17,120,Negative,Decision deferred
A002850,D00691,R002,Email,2023-08-05,30,Negative,Follow up scheduled
A002851,D01152,R004,Meeting,2024-12-31,90,Neutral,Awaiting legal review
A002852,D00532,R004,Meeting,2023-12-23,15,Neutral,Sent pricing deck
A002853,D00840,R002,Proposal Sent,2024-12-26,30,Positive,Awaiting legal review
A002854,D01089,R005,Email,2024-09-18,30,Neutral,Decision deferred
A002855,D00241,R005,Meeting,2023-12-08,60,Positive,Budget approved
A002856,D00536,R001,Email,2024-06-27,120,Negative,Champion confirmed
A002857,D00083,R001,Call,2024-11-08,60,Neutral,
A002858,D00982,R002,Demo,2024-03-04,120,Neutral,Follow up scheduled
A002859,D00951,R005,Proposal Sent,2024-01-22,15,Negative,Awaiting legal review
A002860,D00611,R003,Demo,2024-12-10,15,No Response,Awaiting legal review
A002861,D00574,R005,Email,2024-09-13,60,Positive,
A002862,D00286,R003,Call,2024-01-02,90,Neutral,Budget approved
A002863,D00989,R001,Proposal Sent,2023-02-26,120,Positive,Champion confirmed
A002864,D00459,R002,Email,2023-10-25,30,Positive,Stakeholder meeting set
A002865,D00126,R001,Call,2024-11-02,60,No Response,Stakeholder meeting set
A002866,D00425,R001,Demo,2024-12-22,120,Neutral,Budget approved
A002867,D00554,R004,Demo,2023-05-15,90,Positive,Decision deferred
A002868,D00610,R004,Email,2024-05-18,90,Positive,Sent pricing deck
A002869,D01182,R002,Meeting,2024-12-24,90,No Response,Champion confirmed
A002870,D00112,R004,Follow-up,2023-09-18,60,Negative,Budget approved
A002871,D00402,R005,Follow-up,2024-11-28,15,Neutral,Stakeholder meeting set
A002872,D00122,R004,Proposal Sent,2023-12-12,90,Negative,Budget approved
A002873,D00273,R005,Email,2023-05-30,90,Neutral,Stakeholder meeting set
A002874,D00398,R002,Proposal Sent,2023-04-21,30,Positive,Decision deferred
A002875,D00471,R002,Email,2024-05-16,60,Neutral,Stakeholder meeting set
A002876,D00985,R002,Email,2024-07-22,120,Negative,Decision deferred
A002877,D01134,R004,Proposal Sent,2024-09-02,90,Negative,Sent pricing deck
A002878,D00569,R001,Demo,2024-12-15,30,Positive,Follow up scheduled
A002879,D01138,R005,Call,2024-05-19,90,No Response,Awaiting legal review
A002880,D00897,R005,Call,2024-05-06,30,Positive,Decision deferred
A002881,D00820,R002,Call,2024-07-25,45,Negative,Awaiting legal review
A002882,D00853,R002,Demo,2024-09-21,15,No Response,Follow up scheduled
A002883,D00710,R002,Proposal Sent,2024-01-17,120,Neutral,Stakeholder meeting set
A002884,D00321,R002,Email,2023-09-06,30,Neutral,Champion confirmed
A002885,D00179,R004,Call,2024-12-22,15,Positive,Stakeholder meeting set
A002886,D00897,R005,Email,2024-04-15,90,No Response,Stakeholder meeting set
A002887,D00219,R001,Email,2024-10-07,45,Positive,Sent pricing deck
A002888,D00789,R002,Proposal Sent,2023-09-15,30,Neutral,Awaiting legal review
A002889,D00492,R004,Proposal Sent,2023-07-23,30,Negative,Follow up scheduled
A002890,D00061,R003,Proposal Sent,2024-03-14,15,Negative,Follow up scheduled
A002891,D01078,R005,Call,2024-12-09,15,No Response,Stakeholder meeting set
A002892,D00538,R005,Proposal Sent,2023-04-18,45,Negative,Champion confirmed
A002893,D00848,R004,Proposal Sent,2024-01-03,45,Neutral,
A002894,D00988,R004,Meeting,2023-09-15,30,Neutral,Decision deferred
A002895,D00065,R003,Follow-up,2024-05-24,45,Neutral,Stakeholder meeting set
A002896,D00586,R005,Proposal Sent,2024-11-06,15,Positive,Sent pricing deck
A002897,D00171,R002,Call,2023-03-17,60,Positive,Champion confirmed
A002898,D00535,R003,Proposal Sent,2024-03-11,30,Neutral,Budget approved
A002899,D00693,R003,Call,2023-04-26,90,Positive,Sent pricing deck
A002900,D00108,R002,Demo,2024-11-12,30,No Response,Stakeholder meeting set
A002901,D01186,R003,Meeting,2024-07-01,120,Neutral,Sent pricing deck
A002902,D00814,R004,Demo,2024-08-09,90,Positive,Follow up scheduled
A002903,D01005,R005,Proposal Sent,2024-03-06,15,Neutral,Stakeholder meeting set
A002904,D00452,R001,Demo,2024-10-04,45,Negative,
A002905,D00590,R005,Email,2024-11-12,120,Negative,Follow up scheduled
A002906,D01040,R005,Follow-up,2024-03-13,45,Neutral,Budget approved
A002907,D00327,R005,Follow-up,2024-01-03,15,No Response,Stakeholder meeting set
A002908,D00608,R003,Email,2024-12-13,90,Neutral,Budget approved
A002909,D00659,R005,Meeting,2023-12-26,120,Positive,Champion confirmed
A002910,D00002,R001,Demo,2024-03-02,15,Neutral,Awaiting legal review
A002911,D01034,R004,Demo,2024-02-15,45,Negative,Champion confirmed
A002912,D00434,R001,Demo,2023-05-16,90,Neutral,Follow up scheduled
A002913,D00125,R001,Follow-up,2024-02-27,30,Neutral,
A002914,D01105,R005,Demo,2024-10-10,45,Neutral,
A002915,D00485,R003,Meeting,2024-12-24,60,Positive,Decision deferred
A002916,D00652,R002,Demo,2023-08-15,120,Positive,Champion confirmed
A002917,D01174,R002,Meeting,2024-06-05,30,No Response,Champion confirmed
A002918,D00800,R004,Proposal Sent,2024-12-22,60,Neutral,Follow up scheduled
A002919,D00873,R004,Email,2023-03-12,120,Positive,Stakeholder meeting set
A002920,D00129,R005,Demo,2023-12-04,90,No Response,Budget approved
A002921,D00438,R001,Follow-up,2024-12-08,120,Neutral,Budget approved
A002922,D00751,R002,Follow-up,2024-06-06,15,Neutral,Decision deferred
A002923,D00501,R001,Follow-up,2023-06-28,90,Positive,Awaiting legal review
A002924,D01082,R001,Meeting,2024-12-27,15,Positive,Stakeholder meeting set
A002925,D00211,R003,Call,2024-02-21,45,No Response,Decision deferred
A002926,D00902,R005,Meeting,2024-12-24,60,Neutral,Follow up scheduled
A002927,D00045,R001,Demo,2023-06-01,15,Negative,Decision deferred
A002928,D01121,R003,Call,2024-06-07,120,Neutral,Stakeholder meeting set
A002929,D00535,R003,Email,2023-12-30,45,Negative,Sent pricing deck
A002930,D00461,R001,Follow-up,2024-09-12,30,Positive,
A002931,D00391,R002,Follow-up,2023-08-09,15,Positive,Budget approved
A002932,D01068,R003,Demo,2024-11-27,90,Positive,Budget approved
A002933,D00027,R001,Demo,2023-08-29,90,No Response,Stakeholder meeting set
A002934,D00794,R002,Meeting,2024-03-12,30,No Response,Awaiting legal review
A002935,D01121,R003,Follow-up,2024-06-16,30,Positive,
A002936,D00975,R004,Meeting,2023-09-04,60,Neutral,Stakeholder meeting set
A002937,D00548,R001,Email,2023-06-15,45,No Response,Sent pricing deck
A002938,D00621,R003,Proposal Sent,2023-10-02,60,Negative,Follow up scheduled
A002939,D00567,R005,Call,2024-08-31,15,Neutral,Stakeholder meeting set
A002940,D00704,R001,Demo,2023-06-02,120,Neutral,Stakeholder meeting set
A002941,D00185,R003,Call,2024-12-13,15,Neutral,
A002942,D01093,R003,Call,2024-06-19,30,Positive,Awaiting legal review
A002943,D01154,R004,Email,2024-05-16,90,Neutral,Champion confirmed
A002944,D00848,R004,Email,2023-12-28,120,Neutral,Follow up scheduled
A002945,D00599,R001,Proposal Sent,2023-04-03,90,No Response,Stakeholder meeting set
A002946,D00806,R001,Follow-up,2024-03-07,15,No Response,Follow up scheduled
A002947,D01178,R003,Demo,2024-04-14,90,Positive,Sent pricing deck
A002948,D00079,R002,Email,2023-09-29,45,Negative,Decision deferred
A002949,D00579,R002,Call,2024-02-27,60,Positive,Follow up scheduled
A002950,D00413,R005,Follow-up,2023-05-24,30,Neutral,Champion confirmed
A002951,D00546,R002,Call,2024-02-25,90,Neutral,
A002952,D00169,R004,Email,2024-12-12,30,No Response,Champion confirmed
A002953,D00681,R005,Proposal Sent,2024-04-26,120,Neutral,Decision deferred
A002954,D00583,R003,Proposal Sent,2024-11-04,90,Neutral,Budget approved
A002955,D00515,R001,Meeting,2023-09-21,90,Positive,Awaiting legal review
A002956,D00032,R004,Meeting,2024-10-11,60,Neutral,Budget approved
A002957,D00287,R005,Call,2024-10-26,120,Positive,Champion confirmed
A002958,D00594,R001,Proposal Sent,2024-12-13,120,Positive,Budget approved
A002959,D01067,R003,Follow-up,2024-04-16,60,Neutral,
A002960,D00617,R004,Call,2023-11-01,120,Negative,Budget approved
A002961,D01025,R001,Email,2023-03-08,45,Neutral,Champion confirmed
A002962,D00270,R004,Follow-up,2024-01-19,30,Negative,Awaiting legal review
A002963,D00518,R005,Call,2024-12-20,60,Neutral,Stakeholder meeting set
A002964,D01127,R005,Email,2024-04-27,120,Neutral,
A002965,D01034,R004,Demo,2024-01-26,45,Neutral,Decision deferred
A002966,D00583,R003,Meeting,2024-12-05,90,Neutral,Sent pricing deck
A002967,D01114,R001,Demo,2024-07-12,60,Negative,Champion confirmed
A002968,D00226,R005,Proposal Sent,2023-08-12,90,Negative,Champion confirmed
A002969,D00670,R005,Demo,2024-03-30,45,Negative,Awaiting legal review
A002970,D00917,R001,Follow-up,2023-09-17,30,Positive,Budget approved
A002971,D00126,R001,Call,2024-09-05,120,Positive,Follow up scheduled
A002972,D00956,R003,Proposal Sent,2024-03-07,90,Negative,Budget approved
A002973,D01121,R003,Proposal Sent,2024-07-13,60,Positive,Sent pricing deck
A002974,D00074,R005,Email,2024-03-18,120,No Response,Decision deferred
A002975,D00056,R004,Call,2024-08-19,90,Negative,Decision deferred
A002976,D00720,R003,Follow-up,2023-11-02,120,Neutral,Decision deferred
A002977,D00553,R005,Meeting,2024-07-04,90,Neutral,Decision deferred
A002978,D00032,R004,Email,2024-10-28,30,Neutral,Champion confirmed
A002979,D00574,R005,Follow-up,2024-10-11,90,Negative,Follow up scheduled
A002980,D00667,R001,Follow-up,2024-03-01,120,Positive,Awaiting legal review
A002981,D00284,R003,Demo,2023-05-01,120,No Response,Stakeholder meeting set
A002982,D00187,R003,Proposal Sent,2023-09-02,30,Positive,Budget approved
A002983,D00498,R005,Demo,2024-07-02,45,Neutral,Stakeholder meeting set
A002984,D00130,R005,Meeting,2024-07-11,120,Positive,Stakeholder meeting set
A002985,D00639,R005,Meeting,2023-08-03,90,Positive,Follow up scheduled
A002986,D00114,R002,Demo,2024-10-23,45,Positive,Decision deferred
A002987,D00013,R005,Meeting,2023-09-24,120,Negative,Awaiting legal review
A002988,D00444,R005,Follow-up,2024-07-05,45,No Response,Budget approved
A002989,D00447,R003,Meeting,2024-12-30,30,Positive,Follow up scheduled
A002990,D00986,R002,Meeting,2023-09-24,15,Positive,Awaiting legal review
A002991,D00993,R001,Call,2024-04-05,45,Negative,Decision deferred
A002992,D00715,R001,Email,2024-05-25,45,Positive,Awaiting legal review
A002993,D00074,R005,Demo,2024-01-20,60,Negative,Stakeholder meeting set
A002994,D00537,R001,Email,2023-02-07,30,Positive,Sent pricing deck
A002995,D00101,R003,Proposal Sent,2024-07-17,45,Neutral,Follow up scheduled
A002996,D00176,R005,Demo,2024-01-18,60,Positive,Sent pricing deck
A002997,D00427,R005,Call,2023-09-14,45,No Response,Stakeholder meeting set
A002998,D01141,R004,Proposal Sent,2023-04-30,15,Neutral,Champion confirmed
A002999,D01190,R004,Call,2024-10-01,120,Neutral,
A003000,D00041,R003,Meeting,2024-12-31,60,Negative,Champion confirmed
A003001,D00429,R003,Meeting,2024-02-02,120,Neutral,Follow up scheduled
A003002,D00344,R001,Demo,2024-12-20,30,Positive,Sent pricing deck
A003003,D00366,R002,Meeting,2024-05-04,15,No Response,Sent pricing deck
A003004,D01144,R004,Meeting,2023-04-20,15,Positive,Decision deferred
A003005,D00609,R004,Proposal Sent,2023-06-30,15,Neutral,Stakeholder meeting set
A003006,D00657,R001,Follow-up,2024-10-23,45,Neutral,Awaiting legal review
A003007,D00728,R001,Proposal Sent,2023-04-06,90,Positive,Decision deferred
A003008,D00229,R001,Email,2024-04-28,120,Positive,Awaiting legal review
A003009,D00825,R002,Email,2023-03-21,45,Positive,Champion confirmed
A003010,D01154,R004,Demo,2024-01-29,15,Neutral,
A003011,D00889,R003,Follow-up,2024-05-27,120,Positive,Champion confirmed
A003012,D00984,R004,Meeting,2024-03-27,15,Positive,Decision deferred
A003013,D00836,R004,Call,2023-06-10,15,Neutral,
A003014,D00117,R005,Demo,2024-09-19,30,Negative,Sent pricing deck
A003015,D00818,R001,Meeting,2023-06-01,30,No Response,Decision deferred
A003016,D00368,R004,Demo,2024-06-04,30,Positive,Decision deferred
